Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Initial,Age_band,Family_Size,Alone,Fare_cat,Deck,Title,Is_Married,Survived
0.82737724386597,0,-0.5907714870141642,0.4327933656785018,-0.47367360929846064,-0.5024451714361923,-0.5688371232977537,-0.7341038268456127,-0.5225737729190804,0.059159876663617696,0,-1.3467765922908237,0.5112932274576546,0.41464122174978896,0,0
-1.5661069258891576,1,0.614586092502854,0.4327933656785018,-0.47367360929846064,0.7868452935884461,1.0051811278149747,0.26450153150467876,0.6652150833842375,0.059159876663617696,0,1.3377378232150465,-1.9144909347615695,0.961157980002839,1,1
0.82737724386597,1,-0.28943209213490967,-0.47454519624983965,-0.47367360929846064,-0.4888542575852486,-0.5688371232977537,1.2631068898549702,-0.5225737729190804,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,-1.2249090530093616,0,1
-1.5661069258891576,1,0.38858154634341313,0.4327933656785018,-0.47367360929846064,0.4207302360686478,-0.5688371232977537,0.26450153150467876,0.6652150833842375,0.059159876663617696,0,1.3377378232150465,-1.9144909347615695,0.961157980002839,1,1
0.82737724386597,0,0.38858154634341313,-0.47454519624983965,-0.47367360929846064,-0.4863374216869257,-0.5688371232977537,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,0.41464122174978896,0,0
0.82737724386597,0,0.23791184890378586,-0.47454519624983965,-0.47367360929846064,-0.47811642890864375,2.579199378927703,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,0.41464122174978896,0,0
-1.5661069258891576,0,1.8199436720198723,-0.47454519624983965,-0.47367360929846064,0.395813560675251,-0.5688371232977537,-0.7341038268456127,1.8530039396875553,-0.5609748304808926,1,1.3377378232150465,-0.9441772698738798,0.41464122174978896,0,0
0.82737724386597,0,-2.097468461410437,2.2474704895351847,0.7676298785983875,-0.22408312108167944,-0.5688371232977537,2.261712248205262,-1.7103626292223981,1.9195639980971484,0,0.4428996847130896,0.5112932274576546,-1.7714258112624117,0,0
0.82737724386597,1,-0.21409724341509595,-0.47454519624983965,2.008933366495236,-0.4242561406845337,-0.5688371232977537,0.26450153150467876,-0.5225737729190804,0.6792945838081279,0,-0.45193845378886705,0.5112932274576546,0.961157980002839,1,1
-0.3693648410115938,1,-1.1934502767726731,0.4327933656785018,-0.47367360929846064,-0.04295550208861428,1.0051811278149747,0.26450153150467876,-1.7103626292223981,0.059159876663617696,0,0.4428996847130896,0.5112932274576546,0.961157980002839,1,1
0.82737724386597,1,-1.9467987639708095,0.4327933656785018,0.7676298785983875,-0.312172377522981,-0.5688371232977537,1.2631068898549702,-1.7103626292223981,0.6792945838081279,0,0.4428996847130896,0.026136395013809773,-1.2249090530093616,0,1
-1.5661069258891576,1,2.121283066899127,-0.47454519624983965,-0.47367360929846064,-0.11384570873513637,-0.5688371232977537,1.2631068898549702,1.8530039396875553,-0.5609748304808926,1,0.4428996847130896,-1.9144909347615695,-1.2249090530093616,0,1
0.82737724386597,0,-0.7414411844537915,-0.47454519624983965,-0.47367360929846064,-0.4863374216869257,-0.5688371232977537,-0.7341038268456127,-0.5225737729190804,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,0.41464122174978896,0,0
0.82737724386597,0,0.6899209412226677,0.4327933656785018,5.7328438301857805,-0.01870931177853077,-0.5688371232977537,-0.7341038268456127,0.6652150833842375,3.159833412386169,0,1.3377378232150465,0.5112932274576546,0.41464122174978896,0,0
0.82737724386597,1,-1.1934502767726731,-0.47454519624983965,-0.47367360929846064,-0.4902797934380587,-0.5688371232977537,1.2631068898549702,-1.7103626292223981,-0.5609748304808926,1,-1.3467765922908237,0.5112932274576546,-1.2249090530093616,0,0
-0.3693648410115938,1,1.8952785207396858,-0.47454519624983965,-0.47367360929846064,-0.3262666585535892,-0.5688371232977537,0.26450153150467876,1.8530039396875553,-0.5609748304808926,1,0.4428996847130896,0.5112932274576546,0.961157980002839,1,1
0.82737724386597,0,-2.097468461410437,3.154809051463526,0.7676298785983875,-0.06199888922968465,2.579199378927703,2.261712248205262,-1.7103626292223981,2.539698705241659,0,0.4428996847130896,0.5112932274576546,-1.7714258112624117,0,0
-0.3693648410115938,0,0.23791184890378586,-0.47454519624983965,-0.47367360929846064,-0.3866707201133388,-0.5688371232977537,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,0.41464122174978896,0,1
0.82737724386597,1,0.08724215146415859,0.4327933656785018,-0.47367360929846064,-0.2859972841804228,-0.5688371232977537,0.26450153150467876,-0.5225737729190804,0.059159876663617696,0,0.4428996847130896,0.5112932274576546,0.961157980002839,1,0
0.82737724386597,1,0.46391639506322674,-0.47454519624983965,-0.47367360929846064,-0.5029485386158568,1.0051811278149747,0.26450153150467876,0.6652150833842375,-0.5609748304808926,1,-1.3467765922908237,0.5112932274576546,0.961157980002839,1,1
-0.3693648410115938,0,0.38858154634341313,-0.47454519624983965,-0.47367360929846064,-0.12491978668775715,-0.5688371232977537,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,0.4428996847130896,0.5112932274576546,0.41464122174978896,0,0
-0.3693648410115938,0,0.31324669762359947,-0.47454519624983965,-0.47367360929846064,-0.3866707201133388,-0.5688371232977537,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,-0.45193845378886705,-1.4293341023177246,0.41464122174978896,0,1
0.82737724386597,1,-1.1181154280528596,-0.47454519624983965,-0.47367360929846064,-0.4867562231804066,2.579199378927703,1.2631068898549702,-1.7103626292223981,-0.5609748304808926,1,-0.45193845378886705,0.5112932274576546,-1.2249090530093616,0,1
-1.5661069258891576,0,-0.13876239469528234,-0.47454519624983965,-0.47367360929846064,0.06635974158478332,-0.5688371232977537,-0.7341038268456127,-0.5225737729190804,-0.5609748304808926,1,1.3377378232150465,-2.884804599649259,0.41464122174978896,0,1
0.82737724386597,1,-1.6454593690915549,2.2474704895351847,0.7676298785983875,-0.22408312108167944,-0.5688371232977537,1.2631068898549702,-1.7103626292223981,1.9195639980971484,0,0.4428996847130896,0.5112932274576546,-1.2249090530093616,0,0
0.82737724386597,1,0.614586092502854,0.4327933656785018,5.7328438301857805,-0.016444159470040146,-0.5688371232977537,0.26450153150467876,0.6652150833842375,3.159833412386169,0,1.3377378232150465,0.5112932274576546,0.961157980002839,1,1
0.82737724386597,0,0.23791184890378586,-0.47454519624983965,-0.47367360929846064,-0.5029485386158568,1.0051811278149747,-0.7341038268456127,0.6652150833842375,-0.5609748304808926,1,-1.3467765922908237,0.5112932274576546,0.41464122174978896,0,0
-1.5661069258891576,0,-0.8167760331736051,2.2474704895351847,2.008933366495236,4.647001076532463,-0.5688371232977537,-0.7341038268456127,-0.5225737729190804,2.539698705241659,0,1.3377378232150465,-1.9144909347615695,0.41464122174978896,0,0
0.82737724386597,1,-0.5907714870141642,-0.47454519624983965,-0.47367360929846064,-0.48977642625839407,2.579199378927703,1.2631068898549702,-0.5225737729190804,-0.5609748304808926,1,-1.3467765922908237,0.5112932274576546,-1.2249090530093616,0,1
